新聞‧財經,#genre#
女人我最大,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii137
威廉沈歡樂送,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii139
木曜4超玩 一日系列,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii140
月曜1起玩,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii141
一字千金,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii142
11點熱吵店,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii143
麥卡貝網路電視,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii144
食尚玩家-Hello腹餓代,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii225
食尚玩家-天菜就醬吃,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii226
食尚玩家-2天1夜go,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii227
食尚玩家-熱血48小時,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii228
非凡大探索,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii234
台灣1001個故事,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii235
詹姆士出走料理,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii236
進擊的台灣,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii237
世界第一等,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii238
台灣第一等,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii239
溢遊未盡,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii240
台灣真善美,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii241
請問今晚住誰家,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii242
早餐中國,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii243
溢起趣打卡,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii244
台灣壹百種味道,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii245
中國美食大探索,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii246
中國旅遊大探索,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii247
秘境不思溢,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii248
動漫,#genre#
雖然等級只有1級但固有技能是最強的,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii159
擁有超常技能的異世界流浪美食家,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii160
離開A級隊伍的我，和從前的弟子往迷宮深處邁進,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii161
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii162
第一神拳,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii163
刀劍神域(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii164
蠟筆小新(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii165
我們這一家,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii166
獵人(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii167
中華一番(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii168
隊長小翼(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii169
SPY X FAMILY 間諜家家酒,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii170
SPY X FAMILY 間諜家家酒(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii171
無職轉生，到了異世界就拿出真本事,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii172
關於我轉生變成史萊姆這檔事(國),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii173
夏目友人帳,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii174
怪醫黑傑克TV(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii175
惡魔奶爸(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii176
鋼之鍊金術師,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii177
JOJO 的奇妙冒險,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii178
葬送的芙莉蓮,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii179
史上最強弟子兼一(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii180
忍者亂太郎(中文版),http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii182
膽大黨,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii183
新忍者哈特利,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii184
城市獵人,http://49.213.157.177:5050/channel?type=txt&token=Gya9aLFEWomo2prewaW56FE8u6baDFIBacFMsZ07zMThH4vEFv2v8voNWVWvQ9Qh&channel=ofiii186
